coverRef,receiptId,healthPremiumInclTax,healthTax,healthBrokerFee,healthHthc,expected_premium,diff
sub_1Jw7o2F5i98BakyS2loz0Qpr-250268712209816,no_discount-in_1Jw7o2F5i98BakyS7U6N2xrs-250268712209816,51.99,4.306648352,12.465,31.08,47.851648352,4.138351648000004
sub_1K4MnbF5i98BakySlQ7DncbZ-250269606768709,no_discount-2CCBD08A-11311-0,43.99,3.794505495,9.966666667,28.4,42.161172162,1.8288278380000023
sub_1K1vguF5i98BakySl9P5Z9QF-250268501002476,no_discount-2CCBD08A-10192-0,29.99,2.573241758,7.458333333,18.56,28.591575091,1.3984249089999992
sub_1JfWkHF5i98BakySPZ95dKsa-250269604804487,no_discount-2CCBD08A-14498-0,58.99,5.182335165,18.92916667,33.47,57.581501835,1.4084981650000046
sub_1JfWkHF5i98BakySPZ95dKsa-250269604804487,no_discount-in_1JfWkHF5i98BakySVQILfKhA-250269604804487,58.99,5.182335165,18.92916667,33.47,57.581501835,1.4084981650000046
sub_1JfWkHF5i98BakySPZ95dKsa-250269604804487,no_discount-in_1JqP45F5i98BakyS3F70IoXi-250269604804487,58.99,5.182335165,18.92916667,33.47,57.581501835,1.4084981650000046
sub_1JfWkHF5i98BakySPZ95dKsa-250269604804487,no_discount-in_1K1dpHF5i98BakySBcE4MBJ4-250269604804487,58.99,5.182335165,18.92916667,33.47,57.581501835,1.4084981650000046
sub_1KA9hcF5i98BakySUJcckxCP-1,no_discount-2CCBD08A-13534-1,58.99,5.012142857,17.20833333,33.47,55.690476187,3.2995238130000004
sub_1K5uDlF5i98BakySTFrPWtNv-250269590494305,no_discount-2CCBD08A-11919-0,34.99,3.055054945,6.05,24.84,33.945054944999995,1.0449450550000066
sub_1KBICWF5i98BakySw0iY1aUU-0,no_discount-2CCBD08A-13897-0,32.99,2.852472527,7.141666667,21.7,31.694139194,1.2958608060000003
sub_1K4QtiF5i98BakyS7XdREsz1-250268723109409,no_discount-2CCBD08A-11373-0,34.99,3.055054945,6.05,24.84,33.945054944999995,1.0449450550000066
sub_1K2a2rF5i98BakySHorVXGJr-250269300191164,no_discount-2CCBD08A-10530-0,34.99,3.055054945,6.05,24.84,33.945054944999995,1.0449450550000066
sub_1Jx9tkF5i98BakySliPq92hI-250269608379657,no_discount-2CCBD08A-12775-0,28.99,2.475494505,4.71,20.32,27.505494505,1.484505494999997
sub_1Jx9tkF5i98BakySliPq92hI-250269608379657,no_discount-in_1Jx9tlF5i98BakyS4OnYdPsH-250269608379657,28.99,2.475494505,4.71,20.32,27.505494505,1.484505494999997
sub_1JiHNNF5i98BakySDyYir3Kl-848CGT,no_discount-2CCBD08A-11343-0,13.99,1.079010989,2.04,8.87,11.989010988999999,2.0009890110000015
sub_1JiHNNF5i98BakySDyYir3Kl-848CGT,no_discount-in_1JiHNNF5i98BakySqxXwLIXX-848CGT,13.99,1.079010989,2.04,8.87,11.989010988999999,2.0009890110000015
sub_1JiHNNF5i98BakySDyYir3Kl-848CGT,no_discount-in_1JtWA0F5i98BakySxqRUQhbd-848CGT,13.99,1.079010989,2.04,8.87,11.989010988999999,2.0009890110000015
sub_1JziqpF5i98BakySvL53b4ID-250268712272505,no_discount-2CCBD08A-13695-0,59.99,4.710824176,10.37166667,37.26,52.342490846,7.647509154000005
sub_1JziqpF5i98BakySvL53b4ID-250268712272505,no_discount-2CCBD08A-14411-0,59.99,4.710824176,10.37166667,37.26,52.342490846,7.647509154000005
sub_1JziqpF5i98BakySvL53b4ID-250268712272505,no_discount-in_1JziqpF5i98BakySg0VHaIgZ-250268712272505,59.99,4.710824176,10.37166667,37.26,52.342490846,7.647509154000005
sub_1K17h9F5i98BakySKfmAI112-250269812204238,no_discount-2CCBD08A-14191-0,33.99,2.857005495,6.8775,22.01,31.744505495000002,2.245494505
sub_1K17h9F5i98BakySKfmAI112-250269812204238,no_discount-in_1K17h9F5i98BakySeYGJFt9M-250269812204238,33.99,2.857005495,6.8775,22.01,31.744505495000002,2.245494505
sub_Jkm2wGShLLHJKf-250268743824728,no_discount-2CCBD08A-14012-0,26.99,2.309340659,4.23,19.12,25.659340659,1.330659340999997
sub_Jkm2wGShLLHJKf-250268743824728,no_discount-in_1J7GUKF5i98BakyS7kLj2eFd-250268743824728,26.99,2.309340659,4.23,19.12,25.659340659,1.330659340999997
sub_Jkm2wGShLLHJKf-250268743824728,no_discount-in_1JI8nVF5i98BakyS3BzuEp2M-250268743824728,26.99,2.309340659,4.23,19.12,25.659340659,1.330659340999997
sub_Jkm2wGShLLHJKf-250268743824728,no_discount-in_1JTNYtF5i98BakySJUSgEFAo-250268743824728,26.99,2.309340659,4.23,19.12,25.659340659,1.330659340999997
sub_Jkm2wGShLLHJKf-250268743824728,no_discount-in_1JecLRF5i98BakySK4LFwka0-250268743824728,26.99,2.309340659,4.23,19.12,25.659340659,1.330659340999997
sub_Jkm2wGShLLHJKf-250268743824728,no_discount-in_1JpUdWF5i98BakyS5GoMvgYC-250268743824728,26.99,2.309340659,4.23,19.12,25.659340659,1.330659340999997
sub_Jkm2wGShLLHJKf-250268743824728,no_discount-in_1K0jQMF5i98BakySC4ZRWt1b-250268743824728,26.99,2.309340659,4.23,19.12,25.659340659,1.330659340999997
sub_1K6N45F5i98BakySIfvXnbz5-250269608374864,no_discount-2CCBD08A-12121-0,31.99,2.780769231,6.166666667,21.95,30.897435897999998,1.0925641020000008
sub_1K6Y0cF5i98BakySedErurXZ-250269590128598,no_discount-2CCBD08A-12144-0,34.99,3.055054945,6.05,24.84,33.945054944999995,1.0449450550000066
sub_1KBbpRF5i98BakyS9aDLcYZx-0,no_discount-2CCBD08A-14001-0,31.99,2.780769231,6.166666667,21.95,30.897435897999998,1.0925641020000008
sub_1K387WF5i98BakyS1HuDGdHs-250269100234502,no_discount-2CCBD08A-10783-0,34.99,3.055054945,6.05,24.84,33.945054944999995,1.0449450550000066
sub_1K7ekQF5i98BakyS4O6mMenW-250268502032474,no_discount-2CCBD08A-12650-0,34.99,3.055054945,6.05,24.84,33.945054944999995,1.0449450550000066
sub_1K8myFF5i98BakyStCfrVaRr-250268712434788,no_discount-2CCBD08A-13064-0,25.99,2.24521978,5.691666667,17.01,24.946886447,1.0431135529999978
sub_1K7JiUF5i98BakySGMyvJcAQ-250268712382620,no_discount-2CCBD08A-12501-0,29.99,2.573241758,7.458333333,18.56,28.591575091,1.3984249089999992
sub_1KBGYUF5i98BakySL78s3KUZ-1,no_discount-2CCBD08A-13880-1,33.99,2.952857143,6.616666667,23.24,32.80952381,1.1804761900000003
sub_1K99ocF5i98BakySLpoPFOkn-0,no_discount-2CCBD08A-13190-0,34.99,3.055054945,6.05,24.84,33.945054944999995,1.0449450550000066
sub_1KC0suF5i98BakySNwBlRsQT-0,no_discount-2CCBD08A-14190-0,31.99,2.773516484,6.533333333,21.51,30.816849817,1.173150182999997
sub_1K3gF1F5i98BakySJyWTghIp-250269699514529,no_discount-2CCBD08A-11004-0,34.99,3.055054945,6.05,24.84,33.945054944999995,1.0449450550000066
sub_1KBbstF5i98BakySUwsQkQuw-0,no_discount-2CCBD08A-14002-0,29.99,2.573241758,7.458333333,18.56,28.591575091,1.3984249089999992
sub_1K41xQF5i98BakySlnRZKPqJ-250268502011527,no_discount-2CCBD08A-11166-1,34.99,3.055054945,6.05,24.84,33.945054944999995,1.0449450550000066
sub_1JzJvzF5i98BakySm6OuMBWM-250268500677317,no_discount-2CCBD08A-13575-0,37.99,3.12032967,9.9,21.65,34.67032967,3.319670330000001
sub_1JzJvzF5i98BakySm6OuMBWM-250268500677317,no_discount-in_1JzJvzF5i98BakySVJGPkLxz-250268500677317,37.99,3.12032967,9.9,21.65,34.67032967,3.319670330000001
sub_1K3hAJF5i98BakySygUFoGEs-250268600326649,no_discount-2CCBD08A-11013-0,34.99,3.055054945,6.05,24.84,33.945054944999995,1.0449450550000066
sub_1K7ggmF5i98BakySLKcKk1MI-250268600321878,no_discount-2CCBD08A-12673-0,34.99,3.055054945,6.05,24.84,33.945054944999995,1.0449450550000066
sub_1K7jh0F5i98BakySsVb7RQyM-250268731377647,no_discount-2CCBD08A-12694-0,37.99,3.262417582,9.316666667,23.67,36.249084249,1.7409157510000028
sub_1JzlGnF5i98BakyS0gmMRmFW-250268732526744,no_discount-2CCBD08A-13713-0,28.99,2.475494505,4.71,20.32,27.505494505,1.484505494999997
sub_1JzlGnF5i98BakyS0gmMRmFW-250268732526744,no_discount-in_1JzlGnF5i98BakySOVrKasR9-250268732526744,28.99,2.475494505,4.71,20.32,27.505494505,1.484505494999997
sub_1K82N7F5i98BakySwBrM0Lko-250268712673036,no_discount-2CCBD08A-12768-0,33.99,2.952857143,6.616666667,23.24,32.80952381,1.1804761900000003
sub_1K4uyzF5i98BakySEjtAeXrs-250 269811673626,no_discount-2CCBD08A-11605-0,37.99,3.307252747,7.05,26.39,36.747252747000005,1.2427472529999974
sub_JYpkZMGhTp1Cxj-784098100060236,no_discount-2CCBD08A-13907-0,26.99,2.541758242,6.58,19.12,28.241758242000003,1.2517582420000046
sub_JYpkZMGhTp1Cxj-784098100060236,no_discount-in_1Ivi5TF5i98BakySOIZfp9T8-784098100060236,26.99,2.541758242,6.58,19.12,28.241758242000003,1.2517582420000046
sub_JYpkZMGhTp1Cxj-784098100060236,no_discount-in_1J6ws2F5i98BakySWGgxHOly-784098100060236,26.99,2.541758242,6.58,19.12,28.241758242000003,1.2517582420000046
sub_JYpkZMGhTp1Cxj-784098100060236,no_discount-in_1JHpAFF5i98BakySvgAXdLIo-784098100060236,26.99,2.541758242,6.58,19.12,28.241758242000003,1.2517582420000046
sub_JYpkZMGhTp1Cxj-784098100060236,no_discount-in_1JT3wRF5i98BakyS7IF3yeMK-784098100060236,26.99,2.541758242,6.58,19.12,28.241758242000003,1.2517582420000046
sub_JYpkZMGhTp1Cxj-784098100060236,no_discount-in_1JeIhxF5i98BakySc8a8PqfW-784098100060236,26.99,2.541758242,6.58,19.12,28.241758242000003,1.2517582420000046
sub_JYpkZMGhTp1Cxj-784098100060236,no_discount-in_1JpB0YF5i98BakySgNRvAYlY-784098100060236,26.99,2.541758242,6.58,19.12,28.241758242000003,1.2517582420000046
sub_JYpkZMGhTp1Cxj-784098100060236,no_discount-in_1K0Pn6F5i98BakyS1a1nRkc0-784098100060236,26.99,2.541758242,6.58,19.12,28.241758242000003,1.2517582420000046
sub_1K7Ir7F5i98BakySopsZHrQo-250269606878270,no_discount-2CCBD08A-12488-0,29.99,2.597142857,6.25,20.01,28.857142857,1.132857142999999
sub_1K3f7EF5i98BakySD2fvQhmp-250268600060017,no_discount-2CCBD08A-10981-0,33.99,2.901263736,9.225,20.11,32.236263736,1.753736264000004
sub_1K7cwBF5i98BakySIGHHkSoz-250268712506016,no_discount-2CCBD08A-12613-0,25.99,2.24521978,5.691666667,17.01,24.946886447,1.0431135529999978
sub_1K6aVUF5i98BakySYhTOPCVs-250269811253387,no_discount-2CCBD08A-12180-0,25.99,2.24521978,5.691666667,17.01,24.946886447,1.0431135529999978
sub_1K6dXbF5i98BakySeqOhMhdO-250268732210692,no_discount-2CCBD08A-12209-0,25.99,2.232527473,6.333333333,16.24,24.805860806,1.1841391940000001
sub_1Jr4L3F5i98BakySlY4eLQH2-990000003136733,no_discount-2CCBD08A-10253-0,31.99,2.71978022,5.55,21.95,30.219780219999997,1.7702197800000015
sub_1Jr4L3F5i98BakySlY4eLQH2-990000003136733,no_discount-in_1Jr4L3F5i98BakySye7NfSRb-990000003136733,31.99,2.71978022,5.55,21.95,30.219780219999997,1.7702197800000015
sub_1K4nckF5i98BakySzE0WcqTq-250268712351108,no_discount-2CCBD08A-11549-0,29.99,2.573241758,7.458333333,18.56,28.591575091,1.3984249089999992
sub_1JwljyF5i98BakyStizjRrsL-250268732029565,no_discount-2CCBD08A-12655-0,22.99,1.946868132,4.215,15.47,21.631868132,1.3581318679999974
sub_1JwljyF5i98BakyStizjRrsL-250268732029565,no_discount-in_1JwljyF5i98BakyS7Jwd0JDH-250268732029565,22.99,1.946868132,4.215,15.47,21.631868132,1.3581318679999974
sub_1K6bI5F5i98BakySPMidj0cS-250268731362878,no_discount-2CCBD08A-12184-0,37.99,3.262417582,9.316666667,23.67,36.249084249,1.7409157510000028
sub_1K6ZckF5i98BakySxnuaY0lg-250268731215380,no_discount-2CCBD08A-12167-0,24.99,2.131813187,6.875,14.68,23.686813187,1.303186813
sub_1K5DQjF5i98BakySevNyjwcB-900115001463570,no_discount-2CCBD08A-11719-0,34.99,3.055054945,6.05,24.84,33.945054944999995,1.0449450550000066
sub_1K7KUpF5i98BakySXH0koOlT-250268743875199,no_discount-2CCBD08A-12512-0,34.99,3.055054945,6.05,24.84,33.945054944999995,1.0449450550000066
sub_1K87CJF5i98BakySGoJtrouI-250269590672901,no_discount-2CCBD08A-12817-0,34.99,3.055054945,6.05,24.84,33.945054944999995,1.0449450550000066
sub_1K3drJF5i98BakySjULpyscl-250268743121507,no_discount-2CCBD08A-10958-0,38.99,3.373681319,8.291666667,25.82,37.485347986,1.5046520140000013
sub_1K2fCBF5i98BakySeuMlopjX-250268732784345,no_discount-2CCBD08A-10609-0,34.99,3.055054945,6.05,24.84,33.945054944999995,1.0449450550000066
sub_1KCVVsF5i98BakySupnFg1MH-0,no_discount-2CCBD08A-14489-0,37.99,3.229120879,11.0,21.65,35.879120879,2.1108791210000035
sub_Jq2btdk9r2Eevw-250268501977762,no_discount-2CCBD08A-11878-0,31.99,2.71978022,5.55,21.95,30.219780219999997,1.7702197800000015
sub_Jq2btdk9r2Eevw-250268501977762,no_discount-in_1JCMWpF5i98BakySKS3fk2xD-250268501977762,31.99,2.71978022,5.55,21.95,30.219780219999997,1.7702197800000015
sub_Jq2btdk9r2Eevw-250268501977762,no_discount-in_1JNbJ6F5i98BakySNU3YQb3n-250268501977762,31.99,2.71978022,5.55,21.95,30.219780219999997,1.7702197800000015
sub_Jq2btdk9r2Eevw-250268501977762,no_discount-in_1JYq5bF5i98BakySFqj6pSHM-250268501977762,31.99,2.71978022,5.55,21.95,30.219780219999997,1.7702197800000015
sub_Jq2btdk9r2Eevw-250268501977762,no_discount-in_1JjiNfF5i98BakySjPBt3PJp-250268501977762,31.99,2.71978022,5.55,21.95,30.219780219999997,1.7702197800000015
sub_Jq2btdk9r2Eevw-250268501977762,no_discount-in_1Jux9rF5i98BakySdaAFpqgK-250268501977762,31.99,2.71978022,5.55,21.95,30.219780219999997,1.7702197800000015
sub_1K6ctyF5i98BakySgjDznQV3-250268712371328,no_discount-2CCBD08A-12200-0,29.99,2.573241758,7.458333333,18.56,28.591575091,1.3984249089999992
sub_1Jr42XF5i98BakyS8nWxb3D8-250268711033458,no_discount-2CCBD08A-10246-0,58.99,4.841950549,15.4875,33.47,53.799450549,5.1905494510000025
sub_1Jr42XF5i98BakyS8nWxb3D8-250268711033458,no_discount-in_1Jr42XF5i98BakySQVsRVVMw-250268711033458,58.99,4.841950549,15.4875,33.47,53.799450549,5.1905494510000025
sub_1K2aW3F5i98BakySgMVAU79f-250268743621774,no_discount-2CCBD08A-10543-0,34.99,3.055054945,6.05,24.84,33.945054944999995,1.0449450550000066
